Inference for Stan model: randomwalk_naive_model
1 chains: each with iter=(100000); warmup=(0); thin=(1); 100000 iterations saved.

Warmup took (6.3) seconds, 6.3 seconds total
Sampling took (477) seconds, 8.0 minutes total

                    Mean     MCSE   StdDev        5%    50%   95%  N_Eff  N_Eff/s  R_hat
lp__            1.9e+002 3.0e+000 6.3e+001  9.7e+001    192   290    457 9.6e-001    1.0
accept_stat__   6.3e-001 1.8e-002 3.4e-001  3.1e-002   0.75  0.99    360 7.5e-001    1.0
stepsize__      1.0e-001 2.0e-014 1.4e-014  1.0e-001   0.10  0.10   0.50 1.0e-003   1.00
treedepth__     5.2e+000 1.9e-002 6.4e-001  4.0e+000    5.0   6.0   1095 2.3e+000    1.0
n_leapfrog__    5.2e+001 4.9e-001 3.0e+001  3.1e+001     31   127   3675 7.7e+000    1.0
divergent__     1.5e-003 1.1e-003 3.9e-002  0.0e+000   0.00  0.00   1165 2.4e+000    1.0
energy__       -9.3e+001 3.0e+000 6.4e+001 -1.9e+002    -91   5.6    463 9.7e-001    1.0
x[1]            5.2e-001 8.7e-003 2.8e-001  2.5e-002   0.54  0.93   1035 2.2e+000    1.0
x[2]            5.1e-001 8.5e-003 2.7e-001  4.0e-002   0.53  0.91    993 2.1e+000    1.0
x[3]            5.2e-001 8.5e-003 2.6e-001  6.4e-002   0.54  0.90    947 2.0e+000    1.0
x[4]            5.4e-001 8.0e-003 2.5e-001  9.7e-002   0.55  0.90    993 2.1e+000    1.0
x[5]            5.6e-001 6.8e-003 2.4e-001  1.4e-001   0.58  0.92   1245 2.6e+000    1.0
x[6]            6.0e-001 5.7e-003 2.2e-001  2.1e-001   0.61  0.94   1571 3.3e+000    1.0
x[7]            6.0e-001 4.5e-003 2.2e-001  2.3e-001   0.62  0.94   2442 5.1e+000    1.0
x[8]            6.1e-001 4.2e-003 2.2e-001  2.4e-001   0.63  0.95   2798 5.9e+000    1.0
x[9]            6.3e-001 3.8e-003 2.2e-001  2.6e-001   0.64  0.96   3218 6.7e+000    1.0
x[10]           6.4e-001 3.7e-003 2.2e-001  2.7e-001   0.65  0.97   3308 6.9e+000    1.0
x[11]           6.4e-001 3.8e-003 2.1e-001  2.8e-001   0.65  0.97   3240 6.8e+000    1.0
x[12]           6.5e-001 3.7e-003 2.2e-001  2.8e-001   0.66  0.98   3473 7.3e+000    1.0
x[13]           6.6e-001 3.3e-003 2.2e-001  2.9e-001   0.67  1.00   4250 8.9e+000    1.0
x[14]           6.7e-001 3.2e-003 2.2e-001  3.1e-001   0.68   1.0   4663 9.8e+000   1.00
x[15]           6.9e-001 3.0e-003 2.1e-001  3.4e-001   0.70   1.0   5075 1.1e+001    1.0
x[16]           7.0e-001 2.7e-003 2.1e-001  3.5e-001   0.71   1.0   6100 1.3e+001   1.00
x[17]           7.2e-001 2.7e-003 2.1e-001  3.7e-001   0.73   1.1   6212 1.3e+001   1.00
x[18]           7.3e-001 2.7e-003 2.1e-001  3.9e-001   0.73   1.1   6337 1.3e+001   1.00
x[19]           7.4e-001 2.7e-003 2.1e-001  4.1e-001   0.73   1.1   5983 1.3e+001    1.0
x[20]           7.4e-001 2.6e-003 2.0e-001  4.0e-001   0.73   1.1   6028 1.3e+001    1.0
x[21]           7.3e-001 2.8e-003 2.1e-001  3.9e-001   0.73   1.1   5336 1.1e+001    1.0
x[22]           7.3e-001 2.9e-003 2.1e-001  3.8e-001   0.73   1.1   5153 1.1e+001    1.0
x[23]           7.5e-001 2.9e-003 2.1e-001  4.0e-001   0.75   1.1   5351 1.1e+001    1.0
x[24]           7.6e-001 2.8e-003 2.1e-001  4.2e-001   0.76   1.1   5965 1.2e+001    1.0
x[25]           7.7e-001 2.7e-003 2.1e-001  4.3e-001   0.77   1.1   6097 1.3e+001    1.0
x[26]           7.8e-001 2.5e-003 2.1e-001  4.3e-001   0.77   1.1   7193 1.5e+001    1.0
x[27]           7.8e-001 2.5e-003 2.1e-001  4.3e-001   0.78   1.1   7498 1.6e+001    1.0
x[28]           7.8e-001 2.4e-003 2.1e-001  4.3e-001   0.78   1.1   8097 1.7e+001    1.0
x[29]           7.9e-001 2.4e-003 2.1e-001  4.4e-001   0.79   1.1   8044 1.7e+001    1.0
x[30]           8.1e-001 2.4e-003 2.1e-001  4.6e-001   0.80   1.2   7966 1.7e+001    1.0
x[31]           8.2e-001 2.4e-003 2.2e-001  4.7e-001   0.82   1.2   7884 1.7e+001    1.0
x[32]           8.3e-001 2.4e-003 2.2e-001  4.8e-001   0.83   1.2   7972 1.7e+001    1.0
x[33]           8.3e-001 2.5e-003 2.2e-001  4.8e-001   0.84   1.2   7859 1.6e+001    1.0
x[34]           8.4e-001 2.5e-003 2.2e-001  4.9e-001   0.85   1.2   7836 1.6e+001   1.00
x[35]           8.6e-001 2.5e-003 2.2e-001  5.1e-001   0.85   1.2   7856 1.6e+001    1.0
x[36]           8.7e-001 2.5e-003 2.2e-001  5.2e-001   0.86   1.2   7648 1.6e+001    1.0
x[37]           8.8e-001 2.5e-003 2.1e-001  5.4e-001   0.87   1.2   7581 1.6e+001    1.0
x[38]           8.9e-001 2.5e-003 2.1e-001  5.5e-001   0.88   1.2   7280 1.5e+001    1.0
x[39]           9.0e-001 2.5e-003 2.0e-001  5.7e-001   0.89   1.2   6818 1.4e+001    1.0
x[40]           9.0e-001 2.5e-003 2.0e-001  5.9e-001   0.89   1.2   6534 1.4e+001    1.0
x[41]           9.1e-001 2.6e-003 2.0e-001  6.0e-001   0.90   1.3   6107 1.3e+001    1.0
x[42]           9.3e-001 2.8e-003 2.0e-001  6.1e-001   0.91   1.3   5178 1.1e+001    1.0
x[43]           9.5e-001 3.0e-003 2.1e-001  6.3e-001   0.93   1.3   4774 1.0e+001    1.0
x[44]           9.5e-001 3.1e-003 2.1e-001  6.3e-001   0.94   1.3   4747 9.9e+000    1.0
x[45]           9.6e-001 3.2e-003 2.2e-001  6.4e-001   0.94   1.3   4517 9.5e+000    1.0
x[46]           9.7e-001 3.2e-003 2.2e-001  6.4e-001   0.95   1.3   4537 9.5e+000    1.0
